year,tract_geoid,census_full_code,degree_sum,betweenness_sum,closeness_sum,eigen_or_katz_sum,pagerank_sum,degree_mean,betweenness_mean,closeness_mean,eigen_or_katz_mean,pagerank_mean,degree,betweenness,closeness,eigen_or_katz,pagerank,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B01003_001E,B01003_001M,B19013_001E,B19013_001M,B25001_001E,B25001_001M
2018,18081610300,1400000US18081610300,0.014620689655172414,0.11234863363020477,0.0024663763718720585,0.0,0.006565415276559119,0.0006356821589205397,0.0048847232013132505,0.00010723375529878515,0.0,0.00028545283811126605,0.0013793103448275863,0.03464040496308138,0.00011366713640071232,0.0,0.0004646757455559095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,18081610404,1400000US18081610404,0.0005517241379310345,6.546395676334019e-06,9.932106874566516e-05,0.0,0.0002758102818837764,0.0005517241379310345,6.546395676334019e-06,9.932106874566516e-05,0.0,0.0002758102818837764,0.0005517241379310345,6.546395676334019e-06,9.932106874566516e-05,0.0,0.0002758102818837764,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,18097310104,1400000US18097310104,0.016,0.27213298317728557,0.0019693127776569228,0.0,0.007605580088516607,0.0005925925925925926,0.010078999376936503,7.293751028358973e-05,0.0,0.000281688151426541,0.0008275862068965517,0.02446555530181929,7.65051317320302e-05,0.0,0.0005354782537183548,830,160,18,26,78,56,119,75,135,76,146,84,76,75,56,64,17,26,129,72,56,46,3021,331,53885,4173,1977,81
2018,18097310105,1400000US18097310105,0.019310344827586208,0.4814441653345513,0.002429389049721383,0.0,0.008866062346802154,0.0005851619644723094,0.01458921713135004,7.361784999155706e-05,0.0,0.0002686685559637016,0.001103448275862069,0.0370144629671919,7.829458365895714e-05,0.0,0.0005614037185406499,654,91,22,23,49,34,87,42,35,27,159,94,91,67,14,19,78,66,119,69,0,11,3746,295,60219,3581,1584,49
2018,18097310106,1400000US18097310106,0.008,0.1626541067214737,0.0010553516170579728,0.0,0.003832451462282473,0.0005714285714285715,0.011618150480105265,7.538225836128377e-05,0.0,0.0002737465330201766,0.0008275862068965517,0.025211159321001753,7.723146258754262e-05,0.0,0.0003723673484931312,1794,146,44,45,197,96,223,122,229,110,267,117,168,88,103,64,267,161,241,105,55,69,4014,385,40398,4756,2162,79
2018,18097310110,1400000US18097310110,0.002206896551724138,0.033557280962167924,0.00033227462047611685,0.0,0.0010639717812981706,0.0005517241379310345,0.008389320240541981,8.306865511902921e-05,0.0,0.00026599294532454265,0.0005517241379310345,0.00897914287889168,8.322324823832428e-05,0.0,0.00026959711929578766,788,99,36,42,84,44,110,69,66,32,126,69,73,43,50,40,61,38,174,85,8,12,2963,217,50143,5485,1469,50
2018,18097310111,1400000US18097310111,0.010482758620689656,0.12451077110451397,0.0013948626482496182,0.0,0.005102075199114161,0.000616632860040568,0.007324163006147881,8.205074401468343e-05,0.0,0.0003001220705361271,0.0008275862068965517,0.013165867397427115,8.30822316785134e-05,0.0,0.00040492679479248086,1056,122,13,20,59,40,145,86,179,97,126,75,98,63,70,71,74,64,269,129,23,24,3967,419,43712,3432,1799,55
2018,18097310112,1400000US18097310112,0.003310344827586207,0.00512978610032732,0.00039044145951764545,0.0,0.0016575724586148286,0.0005517241379310345,0.0008549643500545533,6.507357658627424e-05,0.0,0.0002762620764358048,0.0005517241379310345,0.001917789449646038,6.66061569024751e-05,0.0,0.0002794745856206652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,18097310201,1400000US18097310201,0.01903448275862069,0.3569113191748497,0.002450526921981272,0.0,0.009436505397423172,0.0005598377281947262,0.010497391740436755,7.207432123474329e-05,0.0,0.0002775442763947992,0.0008275862068965517,0.030425515718961713,8.008235276545737e-05,0.0,0.0003055975020953245,478,128,29,43,0,11,54,45,10,15,29,47,20,22,158,84,34,38,121,78,23,21,3634,370,53425,10839,1597,65
2018,18097310203,1400000US18097310203,0.006620689655172414,0.24565677095227223,0.0009097074352639922,0.0,0.003310182560448555,0.0005517241379310345,0.02047139757935602,7.580895293866602e-05,0.0,0.0002758485467040462,0.0005517241379310345,0.03181289487706478,8.309212863399186e-05,0.0,0.0002758586090461706,928,178,0,16,70,73,110,105,165,143,113,93,93,70,66,59,100,89,211,112,0,16,5770,540,59113,10165,2452,75
2018,18097310204,1400000US18097310204,0.006620689655172414,0.12143061581791886,0.0009072014497587683,0.0,0.003310208848557496,0.0005517241379310345,0.010119217984826573,7.560012081323068e-05,0.0,0.0002758507373797913,0.0005517241379310345,0.01122478495851412,7.907942467599307e-05,0.0,0.0002758513896567825,818,161,91,86,27,41,59,62,135,64,65,40,73,46,26,42,137,86,158,68,47,58,5740,466,62451,10341,1879,55
2018,18097310305,1400000US18097310305,0.007172413793103448,0.1071476745071173,0.0009372251019076963,0.0,0.0032716992750523744,0.000652037617554859,0.009740697682465209,8.520228199160876e-05,0.0,0.0002974272068229431,0.001103448275862069,0.020281266651442493,8.709958118307977e-05,0.0,0.00039738484158443417,1529,168,20,32,41,38,278,129,199,129,271,156,163,116,70,55,94,82,242,126,151,115,6421,732,39573,3214,2644,98
2018,18097310306,1400000US18097310306,0.023724137931034485,0.45074621298622214,0.003406000905367089,0.0,0.0111665308770778,0.0005931034482758622,0.011268655324655553,8.515002263417723e-05,0.0,0.000279163271926945,0.001103448275862069,0.04197221587881556,9.4252727101176e-05,0.0,0.0005163396853063919,1622,209,67,66,189,123,122,89,192,131,173,147,68,62,127,112,344,175,225,141,115,116,6532,1001,32276,2619,2427,99
2018,18097310308,1400000US18097310308,0.002206896551724138,0.044448656466468756,0.0002882798593114157,0.0,0.0011032881285911026,0.0005517241379310345,0.011112164116617189,7.206996482785393e-05,0.0,0.00027582203214777566,0.0005517241379310345,0.01159937580878435,7.288870187509378e-05,0.0,0.00027584952753445475,385,125,24,35,44,66,39,60,43,46,20,31,58,73,0,11,18,29,139,97,0,11,3526,589,57177,11923,1289,39
2018,18097310309,1400000US18097310309,0.002206896551724138,0.13025622288193653,0.000339285175814637,0.0,0.0011039736665299556,0.0005517241379310345,0.03256405572048413,8.482129395365924e-05,0.0,0.0002759934166324889,0.0005517241379310345,0.03303905001141813,8.593976000113073e-05,0.0,0.0002762007854253213,1204,141,0,11,114,83,164,82,120,83,167,92,181,88,94,80,114,81,226,112,24,27,4124,531,40000,4328,1744,48
2018,18097310312,1400000US18097310312,0.006620689655172414,0.28300723148359597,0.0009850514073841998,0.0,0.0033518656319492857,0.0005517241379310345,0.02358393595696633,8.208761728201664e-05,0.0,0.0002793221359957738,0.0005517241379310345,0.03516738981502626,9.139538097572795e-05,0.0,0.0003017993695127746,1460,217,98,86,85,77,92,80,324,152,54,66,125,114,50,50,164,131,409,179,59,96,6421,645,42302,6066,2908,94
2018,18097320105,1400000US18097320105,0.0019310344827586207,0.0299391032960341,0.00014949780884217337,0.0,0.00088539484579751,0.0009655172413793104,0.01496955164801705,7.474890442108668e-05,0.0,0.000442697422898755,0.001103448275862069,0.016089670396589786,7.483579659780897e-05,0.0,0.0005254874395026643,969,207,0,11,135,89,53,62,106,113,149,91,113,94,91,75,81,71,241,120,0,11,4283,409,50076,13793,2219,100
2018,18097320106,1400000US18097320106,0.0005517241379310345,0.011883991778944966,7.51437713214901e-05,0.0,0.0002275968100708716,0.0005517241379310345,0.011883991778944966,7.51437713214901e-05,0.0,0.0002275968100708716,0.0005517241379310345,0.011883991778944966,7.51437713214901e-05,0.0,0.0002275968100708716,294,82,0,11,24,21,7,10,44,43,29,34,54,41,22,36,43,31,71,54,0,11,2156,268,79375,20868,1097,38
2018,18097320107,1400000US18097320107,0.001103448275862069,0.02598995204384563,0.0001539448692391028,0.0,0.0004564858370783274,0.0005517241379310345,0.012994976021922814,7.69724346195514e-05,0.0,0.0002282429185391637,0.0005517241379310345,0.01315764634239172,7.724647356148642e-05,0.0,0.00023915063832819324,141,53,21,19,13,13,34,24,17,20,14,17,0,11,11,11,26,29,5,8,0,11,1915,204,97569,11194,871,39
2018,18097320108,1400000US18097320108,0.015724137931034485,0.21332062114638045,0.0020500007160063408,0.0,0.007351161344698751,0.0005823754789272031,0.00790076374616224,7.59259524446793e-05,0.0,0.0002722652349888426,0.0008275862068965517,0.027708685392403138,8.23224713849808e-05,0.0,0.00042137367174536827,2098,200,52,51,216,131,183,112,269,132,117,102,170,107,95,72,367,181,493,176,136,105,5381,652,29011,7703,2758,69
2018,18097320109,1400000US18097320109,0.0016551724137931034,0.06723468067290858,0.0002422859680708462,0.0,0.0007205467867997277,0.0005517241379310345,0.02241156022430286,8.076198935694874e-05,0.0,0.0002401822622665759,0.0005517241379310345,0.027694374666971153,8.366452233016021e-05,0.0,0.00024653969109473156,232,58,14,16,48,27,14,26,8,12,37,29,21,25,28,46,0,11,10,15,52,60,2540,167,62031,14592,1236,42
2018,18097320202,1400000US18097320202,0.016,0.6996010504681435,0.0024640267059251033,0.0,0.00720274057706888,0.0005714285714285715,0.024985751802433696,8.80009537830394e-05,0.0,0.0002572407348953171,0.0008275862068965517,0.050251427266499206,9.74711649178643e-05,0.0,0.00037182826501956,792,141,117,93,162,89,63,52,88,78,84,78,5,9,0,11,74,58,59,30,140,103,4572,401,91477,17713,2409,72
2018,18097320205,1400000US18097320205,0.006344827586206896,0.10805457867092944,0.0006346225095007827,0.0,0.0027053276613957337,0.0009064039408866995,0.015436368381561347,9.06603585001118e-05,0.0,0.00038647538019939053,0.0013793103448275863,0.05856230494024511,9.558940230645281e-05,0.0,0.0005385825186459041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,18097320206,1400000US18097320206,0.004137931034482759,0.08977468219532618,0.000560449077531602,0.0,0.002167247087519928,0.0005911330049261084,0.01282495459933231,8.0064153933086e-05,0.0,0.00030960672678856117,0.0008275862068965517,0.01714219380376037,8.424203602085177e-05,0.0,0.0003736390390952437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,18097320301,1400000US18097320301,0.001103448275862069,0.05690812209789145,0.00018209460185079023,0.0,0.0004981011634240219,0.0005517241379310345,0.028454061048945725,9.104730092539511e-05,0.0,0.0002490505817120109,0.0005517241379310345,0.050537032808099264,9.825064444911613e-05,0.0,0.0002683721861610846,510,85,0,11,122,79,125,57,53,30,47,35,8,14,0,11,15,17,91,63,49,51,3339,241,78582,8622,1946,41
2018,18097320305,1400000US18097320305,0.007172413793103448,0.05076136104133364,0.001140567287497911,0.0,0.0032491936205094212,0.0005517241379310345,0.0039047200801025877,8.7735945192147e-05,0.0,0.00024993797080841704,0.0005517241379310345,0.02137086092715232,9.141081251974476e-05,0.0,0.00027548629871368397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,18097320306,1400000US18097320306,0.007724137931034483,0.11918801857349472,0.0012038144102718854,0.0,0.0035615321120418715,0.0005517241379310345,0.008513429898106765,8.598674359084896e-05,0.0,0.00025439515086013366,0.0005517241379310345,0.02314341173783969,9.313653640034355e-05,0.0,0.0002745911569378011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,18097320400,1400000US18097320400,0.003310344827586207,0.019606150567100557,0.0005419035563338406,0.0,0.001629269936783224,0.0005517241379310345,0.0032676917611834263,9.031725938897343e-05,0.0,0.0002715449894638707,0.0005517241379310345,0.004266423079850803,9.523648273221985e-05,0.0,0.0002756769351910257,798,92,49,45,104,57,132,84,73,49,67,56,96,70,40,33,55,52,117,81,65,61,3208,267,46406,8499,1473,60
2018,18097320500,1400000US18097320500,0.006896551724137931,0.4107989647560326,0.0011915694144843739,0.0,0.002807096297882314,0.0005747126436781609,0.034233247063002716,9.929745120703115e-05,0.0,0.00023392469149019284,0.0008275862068965517,0.0685171652584304,0.00010434367676393703,0.0,0.00027120258506681255,656,98,17,19,18,21,40,26,128,77,88,63,49,28,48,32,82,62,141,61,45,47,3153,243,54542,7411,1493,42
2018,18097320600,1400000US18097320600,0.007724137931034483,0.14304201872573646,0.0012626832234715712,0.0,0.0035092485788474404,0.0005517241379310345,0.010217287051838319,9.019165881939794e-05,0.0,0.00025066061277481715,0.0005517241379310345,0.012772855294207202,0.00010135059450279421,0.0,0.00027495829343455287,379,92,21,25,64,54,15,22,75,47,73,48,39,30,0,11,0,11,80,45,12,13,2224,215,58424,17130,1275,34
2018,18097320700,1400000US18097320700,0.005793103448275863,0.1339498363401081,0.0008205831205151731,0.0,0.0026934732501383207,0.0005793103448275863,0.01339498363401081,8.205831205151731e-05,0.0,0.00026934732501383206,0.0008275862068965517,0.02055568242368882,8.478275108193521e-05,0.0,0.0002756161650794877,418,95,9,15,80,64,36,33,138,78,42,44,39,32,0,11,27,26,47,35,0,11,1994,166,74091,11873,1122,62
2018,18097320800,1400000US18097320800,0.007172413793103448,0.16982309507497909,0.0010294975095173208,0.0,0.0033686995220675174,0.0005517241379310345,0.013063315005767621,7.919211611671699e-05,0.0,0.0002591307324667321,0.0005517241379310345,0.028405343685773007,8.531445570481258e-05,0.0,0.00027528679291935086,81,48,5,4,10,13,10,12,24,37,2,3,0,11,4,5,0,11,24,27,2,3,3061,159,152500,19138,1234,65
2018,18097320901,1400000US18097320901,0.01103448275862069,0.11834185887188857,0.001536995792033604,0.0,0.005507748246757447,0.0005517241379310345,0.005917092943594429,7.68497896016802e-05,0.0,0.0002753874123378723,0.0005517241379310345,0.008843799954327472,8.087696509160412e-05,0.0,0.0002758504636505577,665,134,17,28,18,29,158,124,16,26,87,70,35,37,106,66,64,54,164,99,0,16,6538,545,62250,7094,2656,82
2018,18097320902,1400000US18097320902,0.006620689655172414,0.04646388064246023,0.000887897074721624,0.0,0.0033036187427633416,0.0005517241379310345,0.0038719900535383526,7.399142289346866e-05,0.0,0.00027530156189694514,0.0005517241379310345,0.0045237877749866795,7.473334915863764e-05,0.0,0.00027584998030114033,1086,149,36,49,49,43,67,61,72,58,97,64,143,88,125,81,274,117,213,107,10,14,4216,552,36639,6381,2010,51
2018,18097320903,1400000US18097320903,0.002206896551724138,0.03608677780315141,0.0003080981214121576,0.0,0.0011033339923147843,0.0005517241379310345,0.009021694450787852,7.70245303530394e-05,0.0,0.0002758334980786961,0.0005517241379310345,0.011513435335312476,7.972091116884311e-05,0.0,0.00027585065445567743,1153,147,0,16,104,77,87,74,238,108,129,108,111,71,30,31,96,68,288,128,70,47,5184,659,38204,6425,1961,64
2018,18097321001,1400000US18097321001,0.007172413793103448,0.1602610946182538,0.001049082110765671,0.0,0.003586058507923809,0.0005517241379310345,0.012327776509096446,8.069862390505161e-05,0.0,0.0002758506544556776,0.0005517241379310345,0.013572505138159397,8.467697212050214e-05,0.0,0.00027585065445567776,247,86,0,11,45,36,31,29,9,16,8,14,21,22,40,46,0,11,38,39,55,53,2883,248,60743,6610,1164,41
2018,18097321002,1400000US18097321002,0.0038620689655172414,0.09545033112582782,0.0006104707725100776,0.0,0.0018425319298450685,0.0005517241379310345,0.013635761589403975,8.721011035858252e-05,0.0,0.00026321884712072406,0.0005517241379310345,0.017085027022912386,9.27032154723745e-05,0.0,0.0002758455478516803,515,130,16,25,17,26,56,53,126,78,40,38,54,67,14,21,66,78,69,50,57,48,4648,617,70567,11150,2065,48
2018,18097321100,1400000US18097321100,0.009379310344827587,0.20067328918322297,0.0014230261452375691,0.0,0.004614068441786249,0.0005517241379310345,0.01180431112842488,8.37074203080923e-05,0.0,0.00027141579069330874,0.0005517241379310345,0.015633097358605467,9.030922909306157e-05,0.0,0.00027585065445567776,424,81,0,11,36,42,38,43,71,61,114,62,43,51,24,34,11,13,78,52,9,11,3504,226,57906,10480,1636,58
2018,18097321200,1400000US18097321200,0.016,0.2788941158559793,0.002113351523885159,0.0,0.00750345103754548,0.0005714285714285715,0.009960504137713546,7.547684013875568e-05,0.0,0.00026798039419805285,0.0008275862068965517,0.024996726802161834,8.501397300305745e-05,0.0,0.00036245822195556105,340,130,24,39,42,38,144,106,14,23,17,28,15,24,13,22,14,22,14,22,43,41,5190,387,133750,21477,2309,62
2018,18097321300,1400000US18097321300,0.004965517241379311,0.051224404354114336,0.0007203030438432512,0.0,0.002587692392741129,0.0005517241379310345,0.005691600483790481,8.003367153813903e-05,0.0,0.00028752137697123656,0.0005517241379310345,0.006960721625941997,8.639612153370032e-05,0.0,0.0003017487856115736,628,95,15,17,101,45,136,62,65,64,33,25,65,57,14,15,48,43,143,64,8,13,2523,258,74565,14662,1385,78
2018,18097321400,1400000US18097321400,0.008551724137931035,0.34070495546928525,0.0012954773916461148,0.0,0.004640320533621637,0.0006578249336870027,0.026208073497637326,9.965210704970114e-05,0.0,0.0003569477333555106,0.001103448275862069,0.07753931643449799,0.00010628272787176668,0.0,0.0005164567326717798,940,178,77,62,93,57,160,88,172,121,15,23,101,98,83,101,152,111,57,72,30,38,5559,505,62911,7223,2642,54
2018,18097321600,1400000US18097321600,0.005517241379310345,0.11670830478800336,0.001073587245995114,0.0,0.00251672693247173,0.0005517241379310345,0.011670830478800336,0.0001073587245995114,0.0,0.000251672693247173,0.0005517241379310345,0.038635380985004186,0.00010967658867456166,0.0,0.0002734894429518444,1243,201,44,70,13,21,150,114,160,116,201,137,48,46,114,76,195,124,253,123,65,77,5714,591,44653,11081,2592,65
2018,18097321700,1400000US18097321700,0.008827586206896552,0.658408921367131,0.0015080237973419512,0.0,0.004317040846176597,0.0006305418719211823,0.04702920866908079,0.00010771598552442508,0.0,0.0003083600604411855,0.001103448275862069,0.08269330897465176,0.0001100857692310775,0.0,0.0004772115936966115,786,161,0,11,104,77,27,32,149,89,106,93,110,66,0,11,91,97,144,87,55,55,3937,263,57400,9588,2149,101
2018,18097321800,1400000US18097321800,0.008551724137931035,0.27135540838852096,0.0012055975346705623,0.0,0.004325470862888641,0.0005701149425287357,0.01809036055923473,8.037316897803748e-05,0.0,0.00028836472419257607,0.0008275862068965517,0.03687485727335008,0.00010554041014293861,0.0,0.00037469246572744,465,101,41,41,52,37,46,28,107,72,70,62,53,43,53,58,0,11,43,45,0,11,3633,173,94063,16344,1647,46
2018,18097321900,1400000US18097321900,0.009379310344827587,0.39934909035548455,0.0014035671799353354,0.0,0.004528898020536415,0.0005862068965517242,0.024959318147217784,8.772294874595846e-05,0.0,0.00028305612628352596,0.001103448275862069,0.047541904544416536,9.021562618347786e-05,0.0,0.00048004889362480383,285,79,18,23,16,18,18,22,20,21,73,60,18,21,26,40,16,23,52,41,28,32,6022,471,96250,31355,1398,38
2018,18097322000,1400000US18097322000,0.008827586206896552,0.2656008982263835,0.0013910728429522086,0.0,0.0041655955954006335,0.0005517241379310345,0.01660005613914897,8.694205268451304e-05,0.0,0.0002603497247125396,0.0005517241379310345,0.02717561087006166,9.311422243081788e-05,0.0,0.0002758041991653736,563,110,17,19,25,28,33,28,65,54,73,51,36,29,21,23,50,40,181,77,62,46,3248,341,43750,12563,1795,60
2018,18097322100,1400000US18097322100,0.01213793103448276,0.39096429930730003,0.0018775612101254657,0.0,0.005927905747908267,0.0005779967159277505,0.018617347586061907,8.940767667264123e-05,0.0,0.0002822812260908699,0.0008275862068965517,0.05337207886123164,0.00011796791077257185,0.0,0.0003946881370683738,363,107,8,12,39,35,23,22,40,31,66,61,35,43,0,11,17,19,127,85,8,13,2781,436,64089,4783,1153,54
2018,18097322200,1400000US18097322200,0.008827586206896552,0.14595105427418742,0.0012395881256866332,0.0,0.004291946786481569,0.0005885057471264368,0.009730070284945828,8.263920837910888e-05,0.0,0.0002861297857654379,0.0008275862068965517,0.04060980436933851,0.00010672004168243761,0.0,0.00036649846067591705,205,56,4,6,28,19,55,31,16,16,21,28,16,19,0,11,20,24,40,26,5,8,2252,164,86750,9736,878,38
2018,18097322300,1400000US18097322300,0.009931034482758621,0.21109888102306465,0.0015576133288967761,0.0,0.0046746308745455704,0.0005517241379310345,0.01172771561239248,8.653407382759868e-05,0.0,0.00025970171525253167,0.0005517241379310345,0.03689206059222045,0.00010543888768827101,0.0,0.0002758505703041865,271,65,8,13,81,44,25,24,42,28,26,24,18,19,14,17,27,24,20,22,10,16,2550,169,96136,16049,1158,52
2018,18097322400,1400000US18097322400,0.011586206896551725,0.4103827357844257,0.002222596687816886,0.0,0.005352747045232819,0.0005517241379310345,0.019542035037353606,0.00010583793751508982,0.0,0.00025489271643965803,0.0005517241379310345,0.05214485803455888,0.00011063161750197762,0.0,0.00027528401753909386,710,127,46,53,91,64,80,46,109,67,84,51,62,54,33,27,45,49,131,64,29,21,3057,317,47962,10879,1666,81
2018,18097322500,1400000US18097322500,0.00606896551724138,0.09239948237801629,0.001103174418404967,0.0,0.003013871672493631,0.0005517241379310345,0.008399952943456026,0.00010028858349136064,0.0,0.0002739883338630574,0.0005517241379310345,0.05227669939864505,0.00011082610271924253,0.0,0.00028586305081497926,598,75,6,11,51,31,80,48,59,34,50,34,27,16,28,28,49,26,188,64,60,42,1513,203,27622,7856,957,32
2018,18097322601,1400000US18097322601,0.014620689655172414,0.3069719875161757,0.0020100209141160025,0.0,0.006921014144323768,0.0005623342175066312,0.011806614904468297,7.730849669676933e-05,0.0,0.0002661928517047603,0.0008275862068965517,0.05270297632640634,0.0001114658227096096,0.0,0.00037548419443314546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,18097322602,1400000US18097322602,0.0038620689655172414,0.203755347491817,0.0006734139401371614,0.0,0.001882729704731701,0.0005517241379310345,0.029107906784545286,9.620199144816591e-05,0.0,0.000268961386390243,0.0005517241379310345,0.052415391641927385,0.0001110333618255216,0.0,0.00027292721696177603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,18097322700,1400000US18097322700,0.009379310344827587,0.1595119890385933,0.0011751931545214186,0.0,0.004676894180776197,0.0005517241379310345,0.009383058178740782,6.912900908949521e-05,0.0,0.0002751114223985998,0.0005517241379310345,0.014132907056405573,8.205543146017842e-05,0.0,0.00027721547775681467,158,69,7,13,5,9,0,11,0,11,38,27,29,36,0,11,24,39,55,47,0,11,2050,268,49438,9519,1101,82
2018,18097330105,1400000US18097330105,0.011862068965517242,0.15465380223795389,0.0015462030536352886,0.0,0.005722555484120221,0.0006243194192377496,0.008139673801997573,8.137910808606783e-05,0.0,0.00030118713074316956,0.0016551724137931034,0.028058156352287433,8.803007075552024e-05,0.0,0.0006740880341323222,2010,170,53,61,176,109,473,243,441,189,236,124,222,144,77,80,34,42,231,112,67,55,5323,478,52378,4659,2908,101
2018,18097330106,1400000US18097330106,0.011310344827586208,0.133633934688285,0.0013463857953323372,0.0,0.004873857395424638,0.0006653144016227181,0.007860819687546176,7.919916443131395e-05,0.0,0.00028669749384850813,0.0008275862068965517,0.019317347948542285,8.120877278517981e-05,0.0,0.00037372997727038766,2215,205,15,25,174,139,204,107,282,198,402,188,216,157,413,185,133,107,362,148,14,23,3993,403,33620,4378,2827,126
2018,18097330211,1400000US18097330211,0.002206896551724138,0.024968105351297863,0.00028077776314392675,0.0,0.0010182392056645902,0.0005517241379310345,0.006242026337824466,7.019444078598169e-05,0.0,0.00025455980141614754,0.0005517241379310345,0.007062266879805131,7.268761661239678e-05,0.0,0.00026936907461983087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,18097330401,1400000US18097330401,0.0027586206896551726,0.06747362411509478,0.00040644442485674684,0.0,0.0009482837934957684,0.0005517241379310345,0.013494724823018955,8.128888497134937e-05,0.0,0.00018965675869915367,0.0005517241379310345,0.019838699855370328,8.166750000410408e-05,0.0,0.00021464267621746762,607,193,0,16,56,88,10,17,39,59,139,140,0,16,66,59,95,110,159,140,43,68,6173,425,89000,14295,2399,126
2018,18097330500,1400000US18097330500,0.005241379310344828,0.1265162518078709,0.0007382879394652949,0.0,0.0024189923672720487,0.0005823754789272031,0.014057361311985657,8.203199327392165e-05,0.0,0.0002687769296968943,0.0008275862068965517,0.027014006241912157,8.292025088516888e-05,0.0,0.00034036384768412466,1039,197,0,16,0,16,113,91,87,92,103,90,20,33,58,69,133,132,478,207,47,60,6635,850,41493,10929,2942,76
2018,18097330600,1400000US18097330600,0.0008275862068965517,0.012987896780086779,8.118372439801687e-05,0.0,0.0003313394605836282,0.0008275862068965517,0.012987896780086779,8.118372439801687e-05,0.0,0.0003313394605836282,0.0008275862068965517,0.012987896780086779,8.118372439801687e-05,0.0,0.0003313394605836282,779,164,0,16,56,48,29,34,115,84,81,73,13,22,73,97,71,66,284,135,57,70,6110,822,44778,6039,2222,112
2018,18097330803,1400000US18097330803,0.010206896551724139,0.20711905305625333,0.0016434408228501434,0.0,0.004918325427569737,0.0005670498084291188,0.011506614058680741,9.130226793611908e-05,0.0,0.00027324030153165203,0.0008275862068965517,0.026035548450940093,0.00012287846516438407,0.0,0.0003762466179578216,830,140,22,36,75,58,20,33,65,56,156,95,47,47,77,63,40,39,271,101,57,54,3890,556,29821,6606,1977,91
2018,18097330804,1400000US18097330804,0.0038620689655172414,0.02287721702062876,0.0004365257573339319,0.0,0.0019211248125117937,0.0005517241379310345,0.003268173860089823,6.236082247627599e-05,0.0,0.0002744464017873991,0.0005517241379310345,0.00488383953718505,6.63083746933159e-05,0.0,0.0002753980386317841,981,139,41,40,3,8,96,64,119,83,117,87,57,49,38,40,53,50,254,112,203,99,3084,482,21625,7762,1461,89
2018,18097330805,1400000US18097330805,0.008,0.09441470655400777,0.0009411278219375243,0.0,0.003810616419349531,0.0005714285714285715,0.006743907611000555,6.722341585268031e-05,0.0,0.0002721868870963951,0.0008275862068965517,0.014104057242901728,9.732749873054028e-05,0.0,0.00037546152244937917,1040,134,27,42,29,26,113,82,157,74,106,71,79,66,23,27,106,74,253,103,147,71,2571,408,23233,5018,1540,73
2018,18097330806,1400000US18097330806,0.00606896551724138,0.10065905457867093,0.0008477229556261198,0.0,0.0029328354593903087,0.0005517241379310345,0.009150823143515539,7.706572323873817e-05,0.0,0.000266621405399119,0.0005517241379310345,0.01618565882621603,0.00011092893919217923,0.0,0.00027404377660264614,1084,148,8,13,70,57,35,37,145,86,36,35,117,71,9,15,93,68,385,133,186,87,4003,575,25327,6634,1872,78
2018,18097330900,1400000US18097330900,0.008827586206896552,0.15089388749333943,0.0010987688946311983,0.0,0.004405308456709239,0.0005885057471264368,0.010059592499555962,7.325125964207988e-05,0.0,0.0002936872304472826,0.0008275862068965517,0.023697115018649618,8.545739506590004e-05,0.0,0.0004063161942224583,1709,233,17,26,67,72,160,114,149,106,179,97,173,137,203,151,137,115,395,165,229,142,5907,645,31327,3089,2720,98
2018,18097331000,1400000US18097331000,0.016551724137931035,0.4786272360508488,0.0022228817054898847,0.0,0.008047591934943494,0.0005707491082045184,0.01650438745002927,7.665109329275465e-05,0.0,0.0002775031701704653,0.0008275862068965517,0.037099337748344376,9.053101787496627e-05,0.0,0.00038498677550614013,586,165,29,28,47,51,93,75,28,38,53,55,57,48,44,45,70,60,114,65,51,55,4194,433,38570,3012,1940,65
2018,18097340101,1400000US18097340101,0.007172413793103448,0.04975945801933471,0.0008547574809569874,0.0,0.0030499053311254156,0.0005977011494252873,0.004146621501611225,7.122979007974894e-05,0.0,0.00025415877759378465,0.0008275862068965517,0.007819441272741113,7.16370023826285e-05,0.0,0.0003861191669806954,264,88,0,11,45,51,6,10,27,23,19,20,23,24,0,11,72,55,61,52,11,13,3795,273,62733,6740,1527,58
2018,18097340102,1400000US18097340102,0.007172413793103448,0.048760295349014236,0.0009232513241689133,0.0,0.0038358732707118423,0.0005517241379310345,0.003750791949924172,7.101933262837794e-05,0.0,0.0002950671746701417,0.0005517241379310345,0.009904544416533455,7.544233926336317e-05,0.0,0.00033608391578099627,1241,139,9,13,36,28,121,68,168,90,181,99,73,41,128,68,120,78,387,116,18,19,3633,492,34699,3458,2253,46
