year,tract_geoid,census_full_code,degree_sum,betweenness_sum,closeness_sum,eigen_or_katz_sum,pagerank_sum,degree_mean,betweenness_mean,closeness_mean,eigen_or_katz_mean,pagerank_mean,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,B25001_001E,B25001_001M
2016,18097380700,1400000US18097380700,0.004943696786597089,0.08712502261792199,0.12517609990186246,1.9761624146268364e-07,0.0024717126299981253,0.0005492996429552321,0.009680558068657998,0.013908455544651385,2.1957360162520405e-08,0.00027463473666645836,1266,178,88,117,68,53,38,30,196,136,84,69,66,62,43,48,181,111,462,186,40,40,2501,84
2016,18097380800,1400000US18097380800,0.004943696786597089,0.1394282260005878,0.13669200964255693,3.654969052558934e-07,0.0024432352658873514,0.0005492996429552321,0.015492025111176422,0.015188001071395214,4.0610767250654824e-08,0.0002714705850985946,168,66,6,11,25,40,20,22,17,19,17,18,0,11,10,16,0,11,58,42,15,18,1209,32
2016,18097380902,1400000US18097380902,0.007690195001373249,0.07560411351782688,0.19264061078430994,1.4842370928655252e-06,0.003742102813420214,0.0005492996429552321,0.00540029382270192,0.01376004362745071,1.0601693520468037e-07,0.0002672930581014439,593,155,0,16,79,59,93,74,141,84,45,44,66,82,29,33,21,32,85,78,34,38,2624,64
2016,18097381002,1400000US18097381002,0.006591595715462785,0.1632638278340836,0.1706604125049468,2.663287367346818e-07,0.0032946873088442502,0.0005492996429552321,0.013605318986173634,0.0142217010420789,2.2194061394556817e-08,0.00027455727573702087,154,56,22,30,7,6,22,18,22,16,11,15,19,19,0,11,15,18,34,22,2,3,1291,37
2016,18097381003,1400000US18097381003,0.0032957978577313925,0.03016015529975872,0.07846878759691439,1.3662741309906663e-07,0.0016470025171924554,0.0005492996429552321,0.005026692549959786,0.013078131266152399,2.2771235516511104e-08,0.0002745004195320759,,,,,,,,,,,,,,,,,,,,,,,,
2016,18097381004,1400000US18097381004,0.0038450975006866246,0.09525922548271866,0.09287376771206392,3.2132084124632957e-07,0.0019143902066121967,0.0005492996429552321,0.013608460783245523,0.013267681101723416,4.590297732090422e-08,0.0002734843152303138,,,,,,,,,,,,,,,,,,,,,,,,
2016,18097381101,1400000US18097381101,0.0038450975006866246,0.05277335828309935,0.09268621523330836,1.585145945445431e-07,0.0019216108018776826,0.0005492996429552321,0.007539051183299907,0.013240887890472623,2.2644942077791873e-08,0.00027451582883966896,1008,143,57,53,75,54,20,32,131,95,129,77,75,61,108,92,207,117,164,109,42,42,2605,81
2016,18097381102,1400000US18097381102,0.0032957978577313925,0.03599680119907546,0.07644153892177136,2.3227413332471978e-07,0.001641926180249301,0.0005492996429552321,0.005999466866512576,0.012740256486961893,3.871235555411996e-08,0.00027365436337488353,707,185,0,16,63,47,90,76,44,41,33,38,122,124,86,91,204,136,53,51,12,19,2550,127
2016,18097381203,1400000US18097381203,0.006591595715462785,0.09032683130782776,0.15059900865929216,1.9340467552437425e-06,0.0032474738343884354,0.0005492996429552321,0.00752723594231898,0.012549917388274346,1.6117056293697854e-07,0.00027062281953236963,795,87,11,16,54,32,79,41,152,72,55,42,39,36,74,54,120,65,189,64,22,35,1108,54
2016,18097381204,1400000US18097381204,0.008514144465806096,0.09324652804111652,0.18366632044997666,1.7119322022543152e-05,0.003918620302405402,0.0005676096310537397,0.006216435202741102,0.012244421363331778,1.1412881348362101e-06,0.00026124135349369347,1316,105,44,48,94,57,116,68,133,60,103,50,97,57,144,70,153,65,358,113,74,54,1824,54
2016,18097381205,1400000US18097381205,0.0016478989288656962,0.005973189090698302,0.0371912909060098,6.583637022348178e-08,0.0008239054529312417,0.0005492996429552321,0.001991063030232767,0.012397096968669932,2.1945456741160594e-08,0.00027463515097708057,1589,176,0,16,120,69,214,126,182,113,143,130,179,95,138,90,173,121,440,175,0,16,2518,83
2016,18097390102,1400000US18097390102,0.005767646251029937,0.11378807978140669,0.13836303414696022,1.9349494507205835e-06,0.0026384765639508156,0.0006408495834477708,0.012643119975711855,0.015373670460773358,2.1499438341339817e-07,0.00029316406266120175,1242,164,0,16,73,69,78,69,76,50,254,137,130,97,148,115,128,98,286,115,69,91,2239,65
2016,18097390405,1400000US18097390405,0.0038450975006866246,0.020640971312402317,0.08906324123238053,1.5507635566078564e-07,0.0019219720075989732,0.0005492996429552321,0.002948710187486045,0.012723320176054362,2.215376509439795e-08,0.00027456742965699615,1263,118,134,79,150,76,176,85,275,122,137,73,16,18,33,35,23,22,276,95,43,57,1955,63
2016,18097390410,1400000US18097390410,0.0016478989288656962,0.017006399296744582,0.04071461560415891,8.783639615781725e-08,0.000820230269012061,0.0005492996429552321,0.005668799765581527,0.013571538534719638,2.9278798719272416e-08,0.000273410089670687,,,,,,,,,,,,,,,,,,,,,,,,
2016,18097390411,1400000US18097390411,0.0032957978577313925,0.0388722134526773,0.07159852695605985,1.3569053318592724e-06,0.0015008410581637491,0.0006591595715462785,0.00777444269053546,0.014319705391211971,2.713810663718545e-07,0.0003001682116327498,,,,,,,,,,,,,,,,,,,,,,,,
2016,18097390500,1400000US18097390500,0.0222466355396869,0.6264798356011758,0.7321762056454553,1.0600878008672305e-05,0.010608734117607791,0.0005704265522996641,0.016063585528235277,0.01877374886270398,2.718173848377514e-07,0.00027201882352840493,490,89,18,21,29,25,30,20,68,38,58,41,13,21,18,23,35,32,165,65,56,36,1378,48
2016,18097390602,1400000US18097390602,0.0038450975006866246,0.007262502587006038,0.08485174136374106,2.4251037627155444e-06,0.0016984442008263659,0.0006408495834477708,0.0012104170978343397,0.014141956893956843,4.0418396045259075e-07,0.00028307403347106096,,,,,,,,,,,,,,,,,,,,,,,,
2016,18097390700,1400000US18097390700,0.006591595715462785,0.16283572798123108,0.226748706403959,2.704222361294328e-07,0.0032930713843873404,0.0005492996429552321,0.013569643998435924,0.01889572553366325,2.25351863441194e-08,0.0002744226153656117,501,119,0,11,54,64,17,27,41,41,44,47,51,53,52,41,34,44,194,66,14,20,1331,68
2016,18097390801,1400000US18097390801,0.0016478989288656962,0.0042609068748778265,0.03509547373825477,2.2276482320305873e-06,0.0007485797453397789,0.0005492996429552321,0.0014203022916259422,0.011698491246084923,7.425494106768624e-07,0.0002495265817799263,,,,,,,,,,,,,,,,,,,,,,,,
2016,18097390802,1400000US18097390802,0.008239494644328481,0.010750260991301656,0.14968299732718368,1.3108214970964817e-05,0.003627866200062979,0.0006338072803329601,0.0008269431531770505,0.011514076717475667,1.008324228535755e-06,0.00027906663077407535,,,,,,,,,,,,,,,,,,,,,,,,
2016,18097390900,1400000US18097390900,0.01675363911013458,0.6990110721363476,0.6617631432366405,6.691130096122998e-06,0.008160910481338188,0.000558454637004486,0.023300369071211587,0.022058771441221352,2.230376698707666e-07,0.0002720303493779396,767,126,25,23,103,83,66,36,175,83,75,45,100,66,0,11,46,36,131,66,46,41,1535,88
2016,18097391001,1400000US18097391001,0.028014281790716834,1.7185414256782894,0.9866012785558118,0.30644275307606617,0.011913698762811497,0.0006670067093027818,0.04091765299234022,0.023490506632281232,0.007296256025620623,0.0002836594943526547,,,,,,,,,,,,,,,,,,,,,,,,
2016,18097391002,1400000US18097391002,0.03240867893435869,2.785732488155658,1.1625330412311257,1.8741464283724243,0.013256853360089969,0.0006751808111324728,0.058036093503242875,0.024219438358981785,0.03904471725775884,0.00027618444500187434,,,,,,,,,,,,,,,,,,,,,,,,
2016,nan,1400000USnan,0.0005492996429552321,0.0075882681560704,0.019358855782918145,2.549975767849952e-08,0.00027354897570892997,0.0005492996429552321,0.0075882681560704,0.019358855782918145,2.549975767849952e-08,0.00027354897570892997,,,,,,,,,,,,,,,,,,,,,,,,
2017,18081610201,1400000US18081610201,0.0027329871549603714,0.002328597699658611,0.06040373346398228,7.186354551490832e-08,0.0013664370750547552,0.0005465974309920743,0.0004657195399317222,0.012080746692796455,1.4372709102981662e-08,0.00027328741501095105,,,,,,,,,,,,,,,,,,,,,,,,
2017,18081610300,1400000US18081610300,0.017764416507242413,0.06888659852554176,0.30684453474292545,0.0003929356155746541,0.007412351414709408,0.0006832467887400928,0.002649484558674683,0.011801712874727902,1.511290829133285e-05,0.0002850904390272849,,,,,,,,,,,,,,,,,,,,,,,,
2017,18081610404,1400000US18081610404,0.0005465974309920743,2.0319516503271356e-05,0.010984687740821208,1.5995252527293934e-08,0.0002727774508911845,0.0005465974309920743,2.0319516503271356e-05,0.010984687740821208,1.5995252527293934e-08,0.0002727774508911845,,,,,,,,,,,,,,,,,,,,,,,,
2017,18097310104,1400000US18097310104,0.014758130636786005,0.27589949366960614,0.3588370728718741,1.9108256081910065e-06,0.0070185684203784475,0.0005676204091071541,0.010611518987292543,0.013801425879687466,7.349329262273102e-08,0.0002699449392453249,943,151,44,43,104,62,99,55,131,68,116,89,71,71,51,63,94,91,182,110,51,48,2018,88
2017,18097310105,1400000US18097310105,0.0191309100847226,0.44688584039816254,0.45289431534259184,3.7056788458354262e-06,0.00899471274717174,0.0005797245480218971,0.013541995163580683,0.013724070161896723,1.1229329835864928e-07,0.0002725670529445982,665,105,9,15,33,24,137,75,37,25,130,69,73,66,22,23,61,52,154,82,9,15,1614,51
2017,18097310106,1400000US18097310106,0.007925662749385077,0.1308518437715294,0.19558088205627322,8.19945756996919e-07,0.003780218081208094,0.0005661187678132198,0.009346560269394956,0.013970063004019515,5.85675540712085e-08,0.0002700155772291496,1878,138,47,50,203,98,181,119,253,113,247,133,255,151,63,51,306,164,265,125,58,70,2193,66
2017,18097310110,1400000US18097310110,0.002186389723968297,0.041033290184126985,0.060393619881815,8.935431558938736e-08,0.0010815336795167102,0.0005465974309920743,0.010258322546031746,0.01509840497045375,2.233857889734684e-08,0.00027038341987917756,712,85,41,39,115,58,116,68,53,35,113,58,58,39,35,36,79,54,102,64,0,11,1479,50
2017,18097310111,1400000US18097310111,0.010385351188849411,0.20561085573307453,0.27123789118756003,1.0867915529966998e-06,0.004790234167508547,0.0006109030111087889,0.01209475621959262,0.015955170069856472,6.392891488215882e-08,0.0002817784804416792,1069,148,62,55,125,71,87,54,144,91,140,78,154,89,31,29,44,44,260,113,22,24,1801,55
2017,18097310112,1400000US18097310112,0.005465974309920743,0.012250206985083358,0.10864937034069944,5.447593558749062e-07,0.002511236745405745,0.0006073304788800825,0.0013611341094537065,0.012072152260077715,6.052881731943401e-08,0.00027902630504508276,,,,,,,,,,,,,,,,,,,,,,,,
2017,18097310201,1400000US18097310201,0.018857611369226562,0.3151930105503969,0.4567341537664944,1.164423300028887e-06,0.009248064119293827,0.0005546356285066636,0.009270382663246967,0.013433357463720423,3.424774411849668e-08,0.00027200188586158316,532,108,32,46,0,11,30,27,9,14,29,45,63,72,181,75,28,40,139,83,21,20,1549,57
2017,18097310203,1400000US18097310203,0.0065591691719048915,0.23542606131812438,0.17466917349318736,1.7254881338483465e-07,0.003279377207209229,0.0005465974309920743,0.019618838443177033,0.014555764457765614,1.4379067782069554e-08,0.0002732814339341024,923,173,0,16,91,79,143,112,125,113,76,69,48,43,83,76,129,104,181,85,47,73,2453,64
2017,18097310204,1400000US18097310204,0.0065591691719048915,0.11532827887829694,0.17254125700816936,1.7247211860044658e-07,0.003279450145525601,0.0005465974309920743,0.009610689906524745,0.014378438084014114,1.4372676550037216e-08,0.0002732875121271334,776,138,91,69,29,44,33,31,124,65,66,45,72,41,25,37,175,99,101,52,60,61,1877,42
2017,18097310305,1400000US18097310305,0.007105766602896966,0.07623133469894693,0.15680429154581238,3.403828316428427e-06,0.0031606260507665326,0.0006459787820815424,0.0069301213362679024,0.014254935595073853,3.094389378571297e-07,0.0002873296409787757,1611,188,20,31,44,45,272,127,200,132,245,142,217,132,61,51,110,92,309,122,133,89,2647,96
2017,18097310306,1400000US18097310306,0.025143481825635416,0.5942156393758912,0.6723006979454986,2.5387521066026968e-05,0.011329962278993404,0.0006132556542837906,0.014493064375021736,0.016397577998670698,6.192078308787065e-07,0.000276340543390083,1664,177,56,56,173,89,110,77,165,124,182,124,78,62,83,83,310,150,415,159,92,91,2435,71
2017,18097310308,1400000US18097310308,0.002186389723968297,0.10384556876478954,0.06480909425070894,5.752856212454626e-08,0.0010931057247079033,0.0005465974309920743,0.025961392191197384,0.016202273562677234,1.4382140531136565e-08,0.00027327643117697583,449,95,18,29,34,51,74,60,42,45,17,28,31,48,42,68,42,44,149,98,0,11,1277,33
2017,18097310309,1400000US18097310309,0.002186389723968297,0.06548846933086575,0.056787933762961165,6.44978132100143e-08,0.0010914622761950884,0.0005465974309920743,0.016372117332716436,0.014196983440740291,1.6124453302503575e-08,0.0002728655690487721,1222,130,0,11,129,100,149,73,171,77,233,134,118,84,105,84,100,68,194,96,23,28,1714,47
2017,18097310312,1400000US18097310312,0.0065591691719048915,0.2757593849929261,0.1923629224110272,2.3099877103861856e-06,0.003196267746509786,0.0005465974309920743,0.02297994874941051,0.016030243534252267,1.9249897586551547e-07,0.0002663556455424822,1465,242,121,105,63,53,127,103,330,172,55,73,215,143,101,110,71,80,332,165,50,86,2900,84
2017,18097320105,1400000US18097320105,0.00191309100847226,0.04128580824711957,0.028782976722835557,6.415319340800651e-07,0.0008052344488179722,0.00095654550423613,0.020642904123559784,0.014391488361417779,3.2076596704003254e-07,0.0004026172244089861,905,190,0,11,137,81,64,60,161,118,90,66,92,98,75,72,92,63,178,94,16,27,2173,88
2017,18097320106,1400000US18097320106,0.0005465974309920743,0.019847441438689547,0.014552676439941724,1.5253177690013065e-07,0.00025019065835916614,0.0005465974309920743,0.019847441438689547,0.014552676439941724,1.5253177690013065e-07,0.00025019065835916614,290,68,0,11,25,23,17,17,48,44,57,53,16,19,18,29,44,35,41,42,24,28,1114,49
2017,18097320107,1400000US18097320107,0.0010931948619841486,0.04181871004332554,0.029952317539886503,1.0506932321537613e-07,0.0005165375660630474,0.0005465974309920743,0.02090935502166277,0.014976158769943251,5.2534661607688066e-08,0.0002582687830315237,149,50,21,20,19,14,25,24,33,30,14,16,5,8,9,12,23,28,0,11,0,11,868,27
2017,18097320108,1400000US18097320108,0.015578026783274117,0.16667617630787374,0.3787946453675145,1.7999615993543957e-06,0.007337029592613262,0.0005769639549360785,0.006173191715106435,0.014029431309907945,6.666524442053318e-08,0.00027174183676345414,1973,210,24,29,259,131,168,95,324,130,181,118,154,94,107,80,243,140,500,156,13,20,2728,56
2017,18097320109,1400000US18097320109,0.0016397922929762229,0.06372444070009511,0.04437848534955255,1.7661398543907218e-07,0.0007818189404549777,0.0005465974309920743,0.02124148023336504,0.01479282844985085,5.887132847969072e-08,0.00026060631348499255,265,60,12,15,44,25,20,26,36,41,41,41,19,22,27,46,0,11,18,20,48,58,1235,39
2017,18097320202,1400000US18097320202,0.016944520360754303,0.40727244530225926,0.4461060654811853,1.9436102794027283e-05,0.007714264929949509,0.0005842938055432518,0.014043877424215836,0.015382967775213287,6.702104411733545e-07,0.0002660091355155003,637,135,115,87,80,61,51,38,69,67,60,46,6,9,0,11,73,56,62,34,121,89,2159,84
2017,18097320205,1400000US18097320205,0.006285870456408854,0.09518083656675354,0.10880658781064717,2.9759175007689422e-05,0.002285472737147715,0.0008979814937726935,0.013597262366679077,0.015543798258663881,4.251310715384203e-06,0.00032649610530681645,,,,,,,,,,,,,,,,,,,,,,,,
2017,18097320206,1400000US18097320206,0.00573927302541678,0.1417353622752886,0.1362223016709204,3.282852578292693e-06,0.0025274688972847063,0.0006376970028240867,0.01574837358614318,0.015135811296768933,3.64761397588077e-07,0.00028082987747607847,,,,,,,,,,,,,,,,,,,,,,,,
2017,18097320301,1400000US18097320301,0.0010931948619841486,0.03999771186593065,0.03142352202052096,6.70496093610949e-07,0.000512271013027418,0.0005465974309920743,0.019998855932965326,0.01571176101026048,3.352480468054745e-07,0.000256135506513709,562,115,6,10,147,80,104,55,50,36,34,29,32,40,0,11,15,17,77,54,97,70,2044,50
2017,18097320305,1400000US18097320305,0.007105766602896966,0.07232870785399673,0.19490543785888678,4.9741942438121955e-06,0.003372710121039173,0.0005465974309920743,0.0055637467579997485,0.014992725989145137,3.8263032644709194e-07,0.0002594392400799364,,,,,,,,,,,,,,,,,,,,,,,,
2017,18097320306,1400000US18097320306,0.00765236403388904,0.1346771735841269,0.21319025460432764,3.490338198438972e-06,0.0036731938742466455,0.0005465974309920743,0.00961979811315192,0.015227875328880546,2.4930987131706943e-07,0.0002623709910176175,,,,,,,,,,,,,,,,,,,,,,,,
2017,18097320400,1400000US18097320400,0.0032795845859524457,0.04043203763923846,0.09560228427919495,1.1445124317260168e-07,0.0016301597598728916,0.0005465974309920743,0.006738672939873076,0.01593371404653249,1.9075207195433613e-08,0.0002716932933121486,757,109,35,36,127,54,85,52,58,51,56,45,93,56,39,36,61,51,136,92,67,59,1490,44
2017,18097320500,1400000US18097320500,0.006832467887400929,0.27278691976014163,0.20512355376311386,1.486819190994171e-06,0.003170832062708525,0.0005693723239500774,0.022732243313345137,0.017093629480259488,1.2390159924951425e-07,0.00026423600522571043,627,80,18,20,20,21,38,26,142,83,142,66,43,33,41,33,11,17,116,65,56,50,1506,40
2017,18097320600,1400000US18097320600,0.00765236403388904,0.0971159012445759,0.23016905336696578,8.704914815172205e-07,0.003709582243450781,0.0005465974309920743,0.006936850088898279,0.016440646669068984,6.217796296551575e-08,0.0002649701602464844,326,74,10,16,59,47,18,22,67,48,43,31,37,29,0,11,0,11,92,55,0,11,1277,33
2017,18097320700,1400000US18097320700,0.00573927302541678,0.1302623857807443,0.15839075474920908,5.491684986894532e-07,0.002755462815175319,0.000573927302541678,0.013026238578074431,0.01583907547492091,5.491684986894532e-08,0.0002755462815175319,393,95,8,13,49,44,43,36,137,62,32,37,40,33,0,11,32,29,52,35,0,11,1096,49
2017,18097320800,1400000US18097320800,0.007105766602896966,0.20203891248667682,0.19844160453691695,4.0312024701313247e-07,0.0034616921613763183,0.0005465974309920743,0.015541454806667448,0.015264738810532074,3.100924977024096e-08,0.00026628401241356295,84,47,2,5,10,15,11,14,22,34,5,6,0,11,4,5,0,11,28,29,2,3,1262,63
2017,18097320901,1400000US18097320901,0.010931948619841486,0.10871983433775581,0.28923172714376266,4.7160340009448797e-07,0.005430798440352626,0.0005465974309920743,0.005435991716887791,0.014461586357188133,2.3580170004724397e-08,0.0002715399220176313,730,139,15,25,14,24,138,98,18,27,145,109,85,71,49,40,84,69,182,114,0,16,2671,75
2017,18097320902,1400000US18097320902,0.0065591691719048915,0.041896711693617465,0.16445762474910502,1.7558702871166638e-07,0.0032776929095219825,0.0005465974309920743,0.0034913926411347888,0.01370480206242542,1.4632252392638864e-08,0.00027314107579349856,1099,136,8,14,36,38,78,61,113,76,114,78,118,73,146,89,263,120,212,109,11,17,2007,55
2017,18097320903,1400000US18097320903,0.002186389723968297,0.03598725079105578,0.058402511971245914,5.7505066901876066e-08,0.0010931202695584996,0.0005465974309920743,0.008996812697763945,0.014600627992811479,1.4376266725469017e-08,0.0002732800673896249,1130,153,0,16,59,52,93,65,197,111,125,85,111,66,24,23,119,96,334,119,68,50,1950,65
2017,18097321001,1400000US18097321001,0.007105766602896966,0.15754284201914306,0.20008778224127402,1.868448046356491e-07,0.003552737657652734,0.0005465974309920743,0.012118680155318697,0.015391367864713386,1.4372677279665315e-08,0.0002732875121271334,239,76,0,11,44,41,18,19,14,20,10,15,45,41,19,29,0,11,53,53,36,35,1165,34
2017,18097321002,1400000US18097321002,0.00382618201694452,0.11986498369718648,0.12495419666070029,9.988397982390795e-07,0.0018533518387660601,0.0005465974309920743,0.017123569099598068,0.017850599522957183,1.4269139974843994e-07,0.00026476454839515146,471,106,0,11,28,32,53,53,110,86,57,28,65,68,24,29,13,20,76,52,45,39,2084,38
2017,18097321100,1400000US18097321100,0.010385351188849411,0.20250852417248638,0.2906722047197546,4.050891617360789e-06,0.004873808839169725,0.0005769639549360783,0.011250473565138133,0.016148455817764144,2.250495342978216e-07,0.0002707671577316514,476,99,0,11,32,44,63,60,103,73,117,76,16,16,32,34,10,12,95,60,8,10,1671,45
2017,18097321200,1400000US18097321200,0.01721781907625034,0.2994306510456449,0.4574482434939422,5.225416396663224e-06,0.008004817538302402,0.0005937178991810463,0.010325194863642929,0.015774077361860074,1.8018677229873186e-07,0.0002760281909759449,348,136,0,16,60,47,135,107,14,22,18,29,16,28,16,28,0,16,29,34,60,51,2303,63
2017,18097321300,1400000US18097321300,0.004919376878928669,0.1337557756432519,0.14848828788527577,3.2885535286640567e-07,0.0023941367268395172,0.0005465974309920743,0.01486175284925021,0.01649869865391953,3.6539483651822855e-08,0.0002660151918710575,546,101,20,22,97,48,147,71,64,60,24,22,63,54,23,21,10,16,91,61,7,13,1370,94
2017,18097321400,1400000US18097321400,0.008472260180377151,0.31112592394016564,0.2221338018391836,1.7427826088866704e-06,0.003838253300883699,0.0006517123215674732,0.023932763380012743,0.017087215526091045,1.3406020068359003e-07,0.00029525025391413065,824,140,79,64,55,46,162,103,220,136,0,16,83,92,55,68,45,44,44,41,81,81,2596,59
2017,18097321600,1400000US18097321600,0.005465974309920743,0.0520146862337105,0.1737610064302454,5.6782284426283e-07,0.0026453897294712,0.0005465974309920743,0.00520146862337105,0.01737610064302454,5.6782284426283005e-08,0.00026453897294712004,1263,199,44,72,29,35,140,107,188,112,166,124,54,53,142,97,186,122,297,166,17,29,2594,63
2017,18097321700,1400000US18097321700,0.008745558895873189,0.46624506855950065,0.25175157265658216,1.6828577464792682e-06,0.004038603682035284,0.0006246827782766563,0.033303219182821475,0.01798225518975587,1.2020412474851916e-07,0.0002884716915739489,726,143,0,11,133,69,61,47,92,65,132,94,84,58,0,11,33,31,127,80,64,58,2168,84
2017,18097321800,1400000US18097321800,0.0095654550423613,0.2494691002140857,0.26557068845444304,4.771785748795005e-06,0.004393612240396717,0.0005978409401475813,0.015591818763380356,0.01659816802840269,2.982366092996878e-07,0.0002746007650247948,552,102,69,57,48,32,100,61,103,84,69,55,54,45,47,50,0,11,53,50,9,12,1648,36
2017,18097321900,1400000US18097321900,0.01147854605083356,0.40846666583045893,0.30718062860374423,8.990674241216861e-06,0.0047866454033913845,0.0006376970028240867,0.022692592546136606,0.017065590477985792,4.994819022898256e-07,0.0002659247446328547,313,79,13,15,18,19,23,17,26,23,77,63,18,19,21,33,28,45,54,36,35,28,1413,45
2017,18097322000,1400000US18097322000,0.011205247335337523,0.3740592367001265,0.32902099189885314,6.189021222400413e-06,0.0050022425285701265,0.0006225137408520846,0.02078106870556258,0.01827894399438073,3.4383451235557854e-07,0.00027790236269834034,635,123,9,16,28,31,100,59,78,54,98,52,7,12,20,23,49,38,163,78,83,60,1810,61
2017,18097322100,1400000US18097322100,0.012025143481825634,0.5922040607849929,0.40071691988251423,1.1038621957829053e-06,0.005708257309595645,0.000572625880086935,0.028200193370713948,0.019081758089643536,5.2564866465852634e-08,0.00027182177664741164,443,121,8,13,25,29,50,39,22,28,73,62,46,53,0,11,5,9,169,97,45,51,1136,66
2017,18097322200,1400000US18097322200,0.008745558895873189,0.17138068847250754,0.2606235169751789,4.5777986082293484e-07,0.0042248666385446,0.0005830372597248792,0.011425379231500502,0.017374901131678593,3.051865738819565e-08,0.0002816577759029733,215,55,5,7,22,15,62,29,30,18,22,31,10,11,0,11,5,8,50,32,9,10,894,32
2017,18097322300,1400000US18097322300,0.009838753757857338,0.18507528677020196,0.31264095664668257,4.31922501266441e-07,0.004833074068150268,0.0005465974309920743,0.010281960376122331,0.01736894203592681,2.3995694514802277e-08,0.0002685041148972371,306,76,0,11,74,34,67,48,46,34,40,38,20,20,14,19,16,19,17,17,12,17,1179,43
2017,18097322400,1400000US18097322400,0.01147854605083356,0.25752465039005445,0.37350024182667235,9.770604249619196e-07,0.005598613447591264,0.0005465974309920743,0.012263078590002594,0.01778572580127011,4.652668690294855e-08,0.00026660064036148875,792,123,78,61,91,59,116,62,104,63,80,57,84,61,37,30,55,52,130,61,17,20,1668,67
2017,18097322500,1400000US18097322500,0.006012571740912817,0.14484231021333124,0.1961991491708187,2.133517401238072e-07,0.002987477310670478,0.0005465974309920743,0.013167482746666476,0.017836286288256245,1.9395612738527927e-08,0.0002715888464245889,559,81,6,10,42,29,78,46,54,28,51,34,19,15,11,15,32,23,195,58,71,33,956,34
2017,18097322601,1400000US18097322601,0.014484831921289968,0.6524968160905846,0.45236466124644303,6.688716892233778e-07,0.007075790884916512,0.0005571089200496141,0.025096031388099408,0.017398640817170886,2.5725834200899147e-08,0.0002721458032660197,,,,,,,,,,,,,,,,,,,,,,,,
2017,18097322602,1400000US18097322602,0.00382618201694452,0.13202029436791576,0.12069732938870167,1.3623794634561125e-07,0.0019030417642663746,0.0005465974309920743,0.018860042052559395,0.017242475626957382,1.946256376365875e-08,0.0002718631091809107,,,,,,,,,,,,,,,,,,,,,,,,
2017,18097322700,1400000US18097322700,0.009292156326865263,0.2968795148789037,0.2741540421427313,2.5029093202373354e-07,0.00464241562102607,0.0005465974309920743,0.017463500875229628,0.016126708361337137,1.472299600139609e-08,0.000273083271825063,205,79,8,13,4,7,9,14,0,11,46,41,52,51,0,11,24,37,62,41,0,11,1130,68
2017,18097330105,1400000US18097330105,0.011751844766329598,0.20963761552202287,0.2722656533128423,6.659205192616943e-06,0.005319796592307508,0.0006185181455962947,0.011033558711685414,0.0143297712269917,3.5048448382194437e-07,0.00027998929433197407,1742,181,41,46,136,70,521,195,310,132,217,108,171,108,57,49,46,44,179,96,64,51,2675,81
2017,18097330106,1400000US18097330106,0.011205247335337523,0.1822711958517563,0.2393919239048335,6.582755560043811e-06,0.004789312797714789,0.0006591321961963249,0.010721835050103311,0.014081877876754911,3.8722091529669476e-07,0.00028172428221851696,2146,204,85,67,163,108,214,99,224,127,292,154,213,127,283,177,136,125,463,169,73,95,2746,109
2017,18097330211,1400000US18097330211,0.002186389723968297,0.010923990228657903,0.049067066672936754,1.531769086960721e-07,0.0010564825769133947,0.0005465974309920743,0.0027309975571644758,0.012266766668234189,3.8294227174018024e-08,0.0002641206442283487,,,,,,,,,,,,,,,,,,,,,,,,
2017,18097330401,1400000US18097330401,0.0027329871549603714,0.07406346419306417,0.07237557971254158,7.023078377219261e-07,0.0012654087386143919,0.0005465974309920743,0.014812692838612834,0.014475115942508315,1.404615675443852e-07,0.00025308174772287835,609,160,0,16,48,74,42,63,85,73,113,116,0,16,54,49,124,109,105,103,38,61,2445,97
2017,18097330500,1400000US18097330500,0.0051926755944247055,0.14199320441860766,0.13611290631069342,1.0561048719684807e-06,0.0023865245288389038,0.0005769639549360783,0.01577702271317863,0.015123656256743714,1.1734498577427563e-07,0.0002651693920932115,1155,251,0,16,15,26,110,106,134,132,108,104,14,24,112,106,80,66,428,187,154,122,2875,105
2017,18097330600,1400000US18097330600,0.0008198961464881114,0.012159252433869162,0.014616716987680372,3.812695491373275e-07,0.0003458105914773397,0.0008198961464881114,0.012159252433869162,0.014616716987680372,3.812695491373275e-07,0.0003458105914773397,885,203,0,16,66,58,31,38,149,95,40,39,39,39,16,25,116,94,322,134,106,101,2335,109
2017,18097330803,1400000US18097330803,0.010112052473353374,0.10775287701118574,0.2274947242335123,6.372746637904266e-07,0.004872739487547157,0.0005617806929640763,0.005986270945065875,0.012638595790750683,3.5404147988357034e-08,0.0002707077493081754,961,142,20,32,75,62,55,48,67,54,113,79,64,56,75,68,35,32,417,144,40,41,2032,90
